-0.000000,-0.000181,0.000045,-0.011599,-0.000080,0.000057,-0.000126,0.000000
-0.000000,-0.000078,0.000042,0.048451,0.000233,0.000107,0.000012,-0.000000
-0.000000,-0.000189,-0.000140,0.082846,0.000059,-0.000412,-0.000178,0.000000
0.000000,0.000026,-0.107911,-0.000118,-0.000053,0.000057,0.000152,0.000000
0.000000,0.000077,0.000315,0.000014,-0.000168,0.000056,0.000107,0.000000
-0.000000,-0.000020,-0.000002,0.000087,0.000057,-0.170490,-0.000013,-0.000000
-0.000000,-0.000174,-0.000100,-0.132959,0.000054,-0.000011,0.000034,0.000000
-0.000000,0.083915,0.000022,0.000071,0.000040,-0.068784,0.000011,-0.000000
-0.000000,-0.019111,-0.000151,0.000016,0.000059,0.000034,-0.000194,-0.000000
-0.000000,0.000037,0.000057,-0.000062,-0.000028,0.000074,-0.058205,0.000000
0.000000,0.000107,-0.000110,0.000227,0.000105,-0.000291,0.000078,0.000000
0.000000,-0.000066,-0.102219,-0.000052,-0.000145,0.000151,-0.000028,0.000000
0.000000,-0.123998,-0.000080,0.000096,-0.000144,0.000107,-0.096675,0.000000
-0.000000,0.000161,-0.000070,-0.000015,0.000274,-0.000168,-0.000099,-0.000000
-0.000000,0.000081,0.000057,-0.097205,0.000002,-0.000034,0.000020,-0.000000
-0.000000,-0.000009,-0.000150,0.091472,-0.000002,-0.000060,0.052861,-0.000000
0.000000,0.000042,0.000093,0.039926,0.000079,-0.000061,-0.000039,0.000000
0.000000,-0.000348,0.000035,0.000006,-0.000224,0.000055,0.077398,0.000000
0.000000,0.000150,0.000123,0.000009,-0.000046,-0.000057,0.000185,0.000000
0.000000,0.000209,-0.000124,-0.000015,-0.147534,-0.000000,0.000084,0.000000
-0.000000,0.000047,0.000041,-0.000015,-0.000036,0.000017,-0.000151,-0.000000
0.000000,-0.000002,-0.000084,0.000053,-0.000425,0.000089,0.000106,0.000000
-0.000000,0.000020,-0.095578,-0.000121,0.061402,-0.000020,0.000005,-0.000000
-0.000000,-0.000013,-0.000171,-0.000293,0.000085,0.000044,-0.057278,-0.000000
-0.000000,0.000141,-0.000193,0.000066,0.152290,-0.000076,-0.000018,-0.000000
0.000000,0.000124,0.102848,-0.000027,-0.000058,-0.000047,-0.000027,-0.000000
0.000000,0.000178,0.000102,0.000052,-0.000039,-0.000101,0.000031,0.000000
0.000000,-0.000077,-0.000258,-0.051491,-0.000012,0.000165,0.000027,0.000000
0.000000,-0.075858,-0.000036,0.000110,-0.000042,-0.000066,-0.000002,0.000000
0.000000,0.000020,-0.000068,0.116332,-0.000068,0.000145,0.000199,0.000000
-0.000000,0.000441,-0.000017,0.000305,0.000232,-0.000104,-0.000119,-0.000000
0.000000,-0.000163,0.000125,0.000059,-0.000008,-0.000044,-0.082534,0.000000
-0.000000,0.000003,-0.000091,0.000124,0.000381,-0.000195,0.000150,0.000000
0.000000,-0.000059,-0.000022,-0.000102,-0.000082,0.000109,-0.000027,-0.000000
-0.000000,-0.052494,0.000024,-0.000464,0.000373,-0.000114,-0.000130,-0.000000
0.000000,0.000041,-0.000120,0.000300,-0.000151,-0.000229,-0.000002,0.000000
0.000000,-0.142769,0.000067,0.000017,0.000090,-0.000061,0.000096,0.000000
0.000000,-0.000203,0.043987,-0.000054,-0.000088,0.000070,0.000174,0.000000
0.000000,-0.000117,-0.000021,-0.000078,-0.000193,0.000109,-0.000060,0.000000
0.000000,-0.000048,0.080918,-0.000135,-0.000074,0.000274,0.000111,-0.000000
0.000000,-0.000141,0.000134,0.000073,0.000000,0.000081,-0.000049,-0.000000
0.000000,0.000102,0.000147,-0.000038,0.000015,-0.000063,0.000078,-0.000000
-0.000000,0.000144,0.000105,0.000135,-0.000004,-0.000108,0.000140,-0.000000
-0.000000,0.000459,0.000021,0.000003,0.000203,-0.000144,0.000003,-0.000000
0.000000,-0.000008,-0.000051,0.000140,0.000027,-0.000114,0.000076,0.000000
0.000000,0.000011,-0.075083,0.000213,0.000065,0.000047,0.000034,0.000000
-0.000000,-0.000120,-0.000018,0.000113,0.000133,-0.000131,-0.115336,-0.000000
0.000000,0.000099,0.058855,-0.000086,-0.000148,0.000036,0.000067,0.000000
-0.000000,0.000008,0.000122,-0.000111,0.000170,-0.000183,-0.000048,-0.000000
0.000000,0.000003,0.000004,0.000091,0.000041,-0.000008,0.122044,0.000000
