-0.000079,0.000127,0.000376,0.000455,0.000174,-0.000175,-0.000302,-0.000085,0.000002,0.000012,0.000094,-0.000017,-0.000248,-0.000404,-0.000381,-0.000444,-0.000412,0.000162,-0.000168,-0.000359,-0.000682,-0.000878,-0.000915,-0.000557,-0.000311,-0.000424,-0.000090,-0.000161,-0.000099,-0.000392,-0.000312,-0.000149,0.000291,0.000415,0.000193,0.000097,0.000175,0.000093,-0.000329,0.000272,0.000299,0.000918,0.000672,0.000883,0.000418,0.000339,0.000223,0.000269,0.000555,0.000232,0.000576,0.000069,0.000281,-0.000125,0.000093,-0.000054,0.000339,0.000396,-0.000090,-0.000189,0.000078,-0.000458,-0.000204,0.000059
0.021628,0.001279,0.017650,-0.002024,-0.068383,-0.056689,-0.010887,-0.042431,0.040930,0.105384,0.088054,0.097666,0.070900,0.111488,0.072092,0.080053,0.013947,0.073500,0.044229,0.117005,0.106119,0.032831,0.050034,-0.025009,0.003943,-0.109035,-0.116792,-0.064865,-0.034313,-0.049709,-0.020356,0.011473,-0.034735,-0.019173,0.046744,0.050584,-0.008460,0.101782,0.149221,0.069046,0.003399,-0.058652,-0.080503,-0.075929,-0.071743,-0.087751,-0.079661,-0.078840,-0.071170,-0.059150,-0.121457,-0.103642,-0.137293,-0.116999,-0.187617,-0.043506,-0.050022,-0.021209,0.130563,0.027815,0.028112,0.030730,0.002602,-0.043667
0.018832,-0.010767,-0.013206,-0.012944,0.002628,-0.020153,-0.023414,-0.030223,-0.031256,-0.064187,-0.061339,-0.033613,-0.034541,-0.059258,-0.039166,-0.028652,-0.019228,-0.002256,-0.009408,-0.060863,-0.048270,-0.031160,-0.029545,-0.009687,-0.024614,-0.016205,0.022246,0.006695,0.010740,0.034773,0.005541,0.008344,0.033502,-0.007786,-0.023628,-0.036975,0.010344,-0.013392,-0.024353,0.004215,0.011667,0.064097,0.054043,0.059562,0.024044,0.049007,0.047466,0.035243,0.030315,0.042221,0.090374,0.026385,0.062547,0.044025,0.094686,0.057288,0.056103,0.061295,-0.006593,0.048429,0.011016,0.009712,0.019256,0.031283
0.007703,-0.061686,-0.076871,-0.071912,0.003091,0.060512,0.064350,0.072733,-0.044971,-0.111861,-0.178089,-0.091206,0.021403,0.043785,0.060199,0.132243,0.046082,-0.015357,-0.001799,0.044673,0.118789,0.173150,0.159225,0.083534,-0.061560,-0.019679,-0.072087,-0.052292,-0.067781,0.079370,0.062624,0.044110,-0.049765,-0.094257,-0.077104,-0.025936,-0.024135,0.056101,0.157305,0.055990,0.003730,-0.105086,-0.142833,-0.155863,-0.043232,0.002100,-0.010254,-0.060885,-0.101406,-0.060750,-0.088180,-0.008880,-0.010817,0.105195,0.120656,0.072527,0.006254,-0.050662,-0.027993,0.008061,-0.052672,0.094651,0.113623,0.035281
0.000023,0.000104,0.000154,0.000115,-0.000113,-0.000181,-0.000108,-0.000181,0.000154,0.000385,0.000448,0.000324,0.000105,0.000159,0.000057,-0.000043,-0.000023,0.000165,0.000092,0.000156,0.000017,-0.000204,-0.000149,-0.000176,0.000110,-0.000148,-0.000087,-0.000017,0.000047,-0.000203,-0.000127,-0.000048,0.000002,0.000106,0.000197,0.000130,0.000011,0.000090,0.000018,0.000024,-0.000000,0.000039,0.000070,0.000095,-0.000058,-0.000171,-0.000147,-0.000068,-0.000003,-0.000031,-0.000118,-0.000181,-0.000240,-0.000379,-0.000547,-0.000206,-0.000111,0.000019,0.000271,0.000013,0.000116,-0.000095,-0.000182,-0.000148
0.050191,0.014654,-0.043688,-0.053705,-0.005770,-0.016710,0.005797,-0.092379,0.016571,0.053869,0.049541,0.057447,0.029642,0.064137,0.059196,0.037814,0.111590,0.033234,0.073192,0.006348,0.037366,0.032823,0.070936,0.026948,0.088682,0.100149,0.126503,0.139788,0.100293,0.130654,0.055772,0.023712,-0.013682,-0.075090,-0.052018,-0.074496,-0.045535,-0.079365,-0.066289,-0.119674,-0.044962,-0.075356,0.023512,-0.015207,-0.018379,-0.035734,-0.039236,-0.043050,-0.132339,-0.003828,-0.042147,-0.018063,-0.000312,-0.011849,-0.046795,0.017588,-0.014759,0.001803,0.047121,0.066474,-0.003809,0.056415,-0.030270,-0.038418
-0.016570,0.023121,0.066818,0.135165,0.172854,0.074022,0.012598,0.040837,0.018112,0.027962,-0.084909,-0.046255,0.000144,0.073339,0.069943,0.109679,0.082649,0.145851,0.028925,-0.014275,-0.073280,-0.136665,-0.133689,-0.154449,-0.136450,-0.070130,0.003108,0.054184,-0.054373,0.061297,0.010141,0.001664,-0.015377,-0.016994,-0.088140,-0.042095,-0.049586,0.040417,-0.016877,0.054635,0.120815,0.141158,0.105143,0.143177,0.156567,0.080653,-0.058492,-0.113579,-0.160703,-0.093117,-0.101461,-0.048050,0.053147,0.034959,0.032202,-0.010589,0.092059,-0.003768,-0.089445,-0.188550,-0.134874,-0.075327,-0.025063,-0.039040
-0.000000,-0.000098,-0.000169,-0.000171,0.000004,0.000130,0.000120,0.000133,-0.000100,-0.000248,-0.000292,-0.000193,-0.000014,-0.000029,0.000027,0.000106,0.000063,-0.000147,-0.000036,-0.000012,0.000140,0.000315,0.000284,0.000229,-0.000012,0.000142,0.000027,-0.000004,-0.000029,0.000167,0.000126,0.000059,-0.000056,-0.000136,-0.000135,-0.000076,-0.000026,-0.000046,0.000095,-0.000037,-0.000063,-0.000211,-0.000204,-0.000256,-0.000073,0.000028,0.000055,0.000002,-0.000071,-0.000020,-0.000029,0.000094,0.000072,0.000246,0.000309,0.000138,-0.000007,-0.000086,-0.000127,0.000051,-0.000065,0.000156,0.000168,0.000090
0.000056,-0.000216,-0.000240,-0.000248,-0.000079,0.000132,0.000206,0.000198,-0.000106,-0.000257,-0.000516,-0.000193,0.000167,0.000297,0.000303,0.000571,0.000171,0.000052,0.000049,0.000310,0.000552,0.000639,0.000612,0.000248,-0.000226,-0.000236,-0.000424,-0.000284,-0.000294,0.000204,0.000187,0.000170,-0.000217,-0.000352,-0.000206,-0.000021,-0.000092,0.000346,0.000762,0.000306,0.000027,-0.000429,-0.000603,-0.000636,-0.000242,-0.000103,-0.000139,-0.000318,-0.000444,-0.000291,-0.000464,-0.000173,-0.000219,0.000212,0.000178,0.000200,-0.000035,-0.000197,0.000079,0.000064,-0.000147,0.000369,0.000406,0.000069
-0.000044,-0.000041,0.000127,0.000227,0.000213,0.000040,-0.000072,0.000117,-0.000100,-0.000248,-0.000393,-0.000249,-0.000139,-0.000172,-0.000116,0.000025,-0.000162,0.000151,-0.000115,-0.000177,-0.000268,-0.000313,-0.000370,-0.000289,-0.000438,-0.000394,-0.000228,-0.000214,-0.000252,-0.000070,-0.000079,-0.000005,0.000098,0.000077,-0.000081,-0.000015,0.000052,0.000215,0.000112,0.000356,0.000286,0.000508,0.000221,0.000365,0.000282,0.000299,0.000122,0.000011,0.000105,-0.000005,0.000189,0.000012,0.000216,0.000174,0.000379,0.000134,0.000316,0.000184,-0.000171,-0.000195,-0.000123,-0.000149,0.000105,0.000113
